tract,population_density,median_age,median_hh_income,median_home_value,income_gini,diversity_index,percent_bachelor_degree,percent_high_school_graduate,percent_homes_occupied_by_owner,percent_homes_occupied_by_renter,10_y_population_%_change,10_y_median_home_value_%_change,10_y_income_gini_%_change,10_y_diversity_index_%_change,10_y_percent_homes_occupied_by_owner_%_change,10_y_percent_homes_occupied_by_renter_%_change,5_y_population_%_change,5_y_median_home_value_%_change,5_y_income_gini_%_change,5_y_diversity_index_%_change,5_y_percent_homes_occupied_by_owner_%_change,5_y_percent_homes_occupied_by_renter_%_change,STATEFP,COUNTYFP,GEOID,NAME,MTFCC,FUNCSTAT,ALAND,AWATER,lat,lng,geometry,100000_sqft,school_rating,cultural_rating,cultural_density,greenery_rating,greenery_density,retail_rating,retail_density,negative_density,restaurants_rating,restaurants_density,nightlife_rating,nightlife_density,fitness_rating,fitness_density
Census Tract 285.01 047,463.8353551610994,34.3,25625.0,-95814640.11432506,0.4272,-0.30582890564341914,0.28530259365994237,0.069164265129683,0.0,0.8306010928961749,-0.5222772277227723,1.0093484600359464,0.1608695652173914,-0.32889352758936485,-0.16279069767441862,-0.006608209429406542,0.3174061433447099,0.8655394314611746,0.13556618819776728,-0.4378876041696546,-0.22105263157894736,0.1358642507909117,36,047,36047028501,285.01,G5020,S,83218,0,40.6994266,-073.9420913,"POLYGON ((-73.944388 40.700424999999996, -73.943692 40.70051, -73.941931 40.700725, -73.941149 40.700281, -73.94042 40.699874, -73.93969 40.699456, -73.938902 40.699037, -73.938568 40.698848, -73.94115 40.698541, -73.943949 40.698222, -73.944096 40.698972999999995, -73.944243 40.699698999999995, -73.94430799999999 40.700024, -73.944388 40.700424999999996))",0.8321918450264197,1.9263392857142858,3.3866666666666667,1.0602283388747127,2.915,0.47125403220789636,3.2875,0.753980004548097,0.1885085338011554,4.25,0.3769497553105175,4.0227272727272725,0.5183131595936272,3.888888888888889,0.2120767861641252
Census Tract 285.02 047,2450.3687041847056,44.5,22672.0,-95814640.11432506,0.4614,-0.6336363145273745,0.04144218814753419,0.3323663489432242,0.0,0.9666951323654995,-0.09741856177012907,1.0093484600359464,-0.0012987012987013958,0.4535914266446388,0.0,-0.01886136720969167,0.11843107387661843,0.8655394314611746,-0.022457627118644064,0.5567555244075123,-0.00846740050804403,-0.017216806669216767,36,047,36047028502,285.02,G5020,S,119859,0,40.6974508,-073.9408850,"POLYGON ((-73.943949 40.698222, -73.94115 40.698541, -73.938568 40.698848, -73.938177 40.698640999999995, -73.93808899999999 40.698088, -73.937955 40.697423, -73.937792 40.69669, -73.93884899999999 40.696568, -73.940705 40.696354, -73.94352599999999 40.696031, -73.94367199999999 40.69679, -73.943809 40.697502, -73.943949 40.698222))",1.1985951318200532,1.9259259259259258,3.35,1.0366727100059419,2.8526315789473684,0.447694259537074,3.196969696969697,0.7775530644838725,0.16494596728058253,4.222222222222222,0.4240786999849488,4.0,0.612578934902681,3.9545454545454546,0.2592132644716702
Census Tract 286 047,2238.912126359651,34.3,23138.0,667500.0,0.4514,-0.29297086249515647,0.2567007460624482,0.18596297319701574,0.08779989790709546,0.855538540071465,0.2016,-0.03873847926267281,0.016666666666666705,-0.40555069093443646,0.0007199168375261189,0.02780545914387389,0.12041773231031543,0.41870350690754515,-0.09083585095669683,0.29956082927896577,0.0173507253302633,-0.03240472233988245,36,047,36047028600,286,G5020,S,176618,58184,40.5987718,-074.0019271,"POLYGON ((-74.00819299999999 40.595417999999995, -74.005601 40.597546, -74.005315 40.597758999999996, -74.005234 40.597857999999995, -74.004948 40.598172, -74.00444999999999 40.598647, -74.003897 40.599181, -74.00283 40.600204, -74.001545 40.601442, -74.00032399999999 40.60262, -74.000022 40.602906999999995, -73.999279 40.602458, -73.99856299999999 40.602028, -73.997824 40.601577999999996, -73.999455 40.600004999999996, -74.000738 40.598766, -74.00121899999999 40.598304999999996, -74.001691 40.597854999999996, -74.002692 40.597043, -74.00331299999999 40.59692, -74.00348199999999 40.596821, -74.004116 40.596472999999996, -74.00619 40.594361, -74.006203 40.594367, -74.00819299999999 40.595417999999995))",2.3480153321370385,2.139817629179331,4.1000000000000005,0.07092667797769557,4.3125,0.18917727611742058,3.5344827586206895,0.6857057106188156,0.02364713535573762,3.642857142857143,0.4965388936590606,3.6666666666666665,0.07093687499590148,4.2727272727272725,0.2601014196122466
Census Tract 287 047,2222.9678010689063,33.2,35236.0,1052700.0,0.6392,-0.148269061720052,0.2961595273264402,0.2274741506646972,0.19763138415988157,0.7883049592894152,0.020043169904409498,1.0013307984790873,0.2887096774193548,-0.14312466968210039,0.06993652512173895,-0.0010814420372845523,0.1925018024513338,1.1660493827160494,0.1987996999249812,-0.5476168422069967,0.02101022375032527,0.09632543710511488,36,047,36047028700,287,G5020,S,148811,0,40.6956353,-073.9354275,"POLYGON ((-73.938177 40.698640999999995, -73.93777299999999 40.698405, -73.93739099999999 40.698186, -73.93675999999999 40.697831, -73.936388 40.697616, -73.93600599999999 40.697406, -73.935222 40.696985999999995, -73.934797 40.696737, -73.934134 40.696359, -73.93382799999999 40.696183999999995, -73.933118 40.695791, -73.932366 40.695358, -73.931929 40.695115, -73.93177299999999 40.695028, -73.93145799999999 40.694855, -73.931345 40.694421999999996, -73.934269 40.694089999999996, -73.93456499999999 40.694055, -73.934651 40.694044999999996, -73.937195 40.693751999999996, -73.937342 40.694485, -73.937484 40.695219, -73.937557 40.695584, -73.937631 40.695951, -73.937711 40.696318999999995, -73.937792 40.69669, -73.937955 40.697423, -73.93808899999999 40.698088, -73.938177 40.698640999999995))",1.4881007266094273,1.908315565031983,3.0688888888888886,1.0602048825807464,2.9809523809523806,0.4948078696009358,3.1408163265306124,1.1544621570039286,0.1885026253082496,4.195652173913044,0.5418923527016063,4.033333333333333,0.7068325677392482,3.6363636363636362,0.2592023968289915
Census Tract 288 047,2239.413691586372,39.8,21468.0,674800.0,0.4307,-0.30842803942362673,0.20339595375722544,0.1972543352601156,0.31779257849666986,0.615604186489058,0.2599410898379971,0.030071744771790566,-0.089429175475687,-0.37972813152586615,0.05622674219773749,-0.050765920272507814,-0.02088698140200286,0.05207358902400998,-0.08381195490321205,-0.027847249379442204,0.09565945900990161,-0.11334529225993961,36,047,36047028800,288,G5020,S,152808,0,40.6045113,-073.9965623,"POLYGON ((-74.000022 40.602906999999995, -73.998254 40.604608, -73.99763 40.60521, -73.997044 40.605768999999995, -73.996465 40.606328, -73.995882 40.606885999999996, -73.99530299999999 40.607445, -73.993104 40.606116, -73.993685 40.605556, -73.994265 40.604996, -73.994847 40.604437, -73.995429 40.603877, -73.996055 40.603275, -73.997824 40.601577999999996, -73.99856299999999 40.602028, -73.999279 40.602458, -74.000022 40.602906999999995))",1.5280785380819473,2.128133704735376,4.325,0.09456063594701038,4.32,0.23645288104664364,3.6488372093023256,1.0166105444662235,0.02364713535573762,3.68,0.5910900782372391,3.9,0.11820090370486654,4.2727272727272725,0.2600882768088823
Census Tract 289 047,2249.315478621394,34.2,30316.0,986800.0,0.4927,-0.3920083422300972,0.2583668005354752,0.25100401606425704,0.21850746268656718,0.6692537313432836,0.1006790670209625,0.9250877877487319,0.075764192139738,0.18860838404618177,-0.0009889866355761445,-0.012476417139608564,0.09389671361502347,0.5404308460817984,0.04696132596685085,-0.1668073654083542,0.107693043460933,-0.1151254408863559,36,047,36047028900,289,G5020,S,165739,0,40.6930514,-073.9330041,"POLYGON ((-73.937195 40.693751999999996, -73.934651 40.694044999999996, -73.93456499999999 40.694055, -73.934269 40.694089999999996, -73.931345 40.694421999999996, -73.93145799999999 40.694855, -73.931145 40.694674, -73.930512 40.694317, -73.92970199999999 40.693864, -73.928642 40.693241, -73.928507 40.693166, -73.928043 40.692904, -73.92781099999999 40.692774, -73.92750699999999 40.692603999999996, -73.92798499999999 40.692563, -73.93090699999999 40.692228, -73.93383299999999 40.691893, -73.936758 40.691556, -73.936905 40.692288, -73.937049 40.693021, -73.937195 40.693751999999996))",1.6573931204549803,1.9175257731958764,2.7783783783783784,0.8718392437114499,3.13,0.47125521636095263,2.9382978723404256,1.1073776827603083,0.23561516543724748,4.0,0.5655505803528058,3.9473684210526314,0.8954589477239848,3.769230769230769,0.30634865095022534
Census Tract 290 047,2287.491960464055,44.1,25129.0,296000.0,0.5123,-0.42723220295685477,0.277798438081071,0.17441428040163628,0.11409796893667862,0.8231780167264038,0.06372107003306282,-0.6092409240924093,0.2680693069306929,-0.17087217902758156,-0.05267643313184109,0.06752190812911874,-0.11899427433408016,-0.5522613825442444,0.1994848981503161,-0.1763249356129067,-0.12796799248211416,0.10755885057830172,36,047,36047029000,290,G5020,S,154712,0,40.6031741,-073.9943478,"POLYGON ((-73.997824 40.601577999999996, -73.996055 40.603275, -73.995429 40.603877, -73.994847 40.604437, -73.994265 40.604996, -73.993685 40.605556, -73.993104 40.606116, -73.990873 40.604769999999995, -73.991455 40.604209, -73.992036 40.603651, -73.99261899999999 40.60309, -73.993201 40.602534, -73.993811 40.601949999999995, -73.995594 40.600232999999996, -73.996365 40.600696, -73.997081 40.601129, -73.997824 40.601577999999996))",1.5471092625313778,2.128133704735376,4.1,0.09457535808324727,4.309090909090909,0.2600988511553007,3.5743589743589745,0.9220751036630312,0.02364713535573762,3.685185185185185,0.6383789524377027,3.9166666666666665,0.1418516055045171,4.428571428571429,0.3310124362500446
Census Tract 291 047,1963.0180351261845,32.4,35698.0,1000000.0,0.4435,-0.41535200800425953,0.39481974098704936,0.23801190059502975,0.17539089055064583,0.7090414683888511,0.12027729636048527,1.055921052631579,-0.0682773109243697,-0.4840087412748176,-4.770594058223221e-05,0.094275386517506,0.13682729511079844,0.7310022503029254,-0.13983708301008524,-0.3145318386858968,-0.0368143799070518,0.19101095521270683,36,047,36047029100,291,G5020,S,164644,0,40.6904272,-073.9335410,"POLYGON ((-73.936758 40.691556, -73.93383299999999 40.691893, -73.93090699999999 40.692228, -73.93075999999999 40.691494999999996, -73.930616 40.690762, -73.93047 40.690031, -73.930325 40.689298, -73.933249 40.688961, -73.936172 40.688627, -73.93632099999999 40.689354, -73.936467 40.69009, -73.936612 40.690822, -73.936758 40.691556))",1.6464443740030357,1.9178356713426854,3.0064516129032257,0.730526074417096,3.9124999999999996,0.3770740188795791,2.5083333333333333,0.5655641229880013,0.1885026253082496,3.973684210526316,0.44780068039794685,3.911764705882353,0.8013188129703843,3.7222222222222223,0.2121112001427464
Census Tract 292 047,933.9121051216516,36.4,24648.0,862500.0,0.5116,-0.2623345688055869,0.24644983967017867,0.20201557489693084,0.19198508853681268,0.7539608574091333,0.6102088167053364,0.36255924170616116,0.1293598233995586,-0.4388986032635196,-0.008928153472319733,0.08272798069680454,0.09291338582677165,0.2316150221333714,0.04450796243364647,-0.2154470963059646,-0.0560386268782071,0.1057395135356155,36,047,36047029200,292,G5020,S,205508,91737,40.5972459,-074.0007128,"POLYGON ((-74.00619 40.594361, -74.004116 40.596472999999996, -74.00348199999999 40.596821, -74.00331299999999 40.59692, -74.002692 40.597043, -74.001691 40.597854999999996, -74.00121899999999 40.598304999999996, -74.000738 40.598766, -73.999455 40.600004999999996, -73.997824 40.601577999999996, -73.997081 40.601129, -73.996365 40.600696, -73.995594 40.600232999999996, -73.99734 40.598552, -73.998672 40.597269, -73.999411 40.596584, -73.999513 40.596475999999996, -73.999982 40.596016999999996, -74.000069 40.595934, -74.00029099999999 40.595706, -74.002039 40.59406, -74.004555 40.591747999999995, -74.00577899999999 40.594144, -74.00619 40.594361))",2.9724424651701002,2.1402985074626866,4.1,0.09457535808324727,4.309090909090909,0.2601408519017945,3.493333333333333,0.7093463089823705,0.02364713535573762,3.652173913043478,0.5438343221951584,3.6666666666666665,0.07093687499590148,4.153846153846154,0.307408711461308
Census Tract 293 047,2038.7845992045948,35.1,26991.0,1400000.0,0.6281,-0.4275572427958265,0.20810107766629507,0.24489037532515792,0.19137466307277629,0.7190026954177897,0.06006955422067657,1.1695335502866884,0.3774122807017543,-0.581763953296003,0.02458499517609733,-0.08468734148257928,-0.02130764740221833,0.6716417910447762,0.23012142577359954,-0.2935229509580569,-0.006945750363916231,0.017452307820890467,36,047,36047029300,293,G5020,S,164460,0,40.6874968,-073.9329582,"POLYGON ((-73.936172 40.688627, -73.933249 40.688961, -73.930325 40.689298, -73.93018 40.688565, -73.930035 40.687833, -73.92988799999999 40.6871, -73.92975 40.686366, -73.93266899999999 40.686032, -73.93558999999999 40.685694999999996, -73.93573599999999 40.686428, -73.935879 40.68716, -73.936027 40.687892, -73.936172 40.688627))",1.6446072828429885,1.9168278529980658,3.15,0.6598925021099548,3.6705882352941175,0.4006797821954639,2.303846153846154,0.6127482279172792,0.09427096117663682,3.911764705882353,0.4006813069826005,3.8947368421052633,0.8956640719055312,4.125,0.18856372693585374
Census Tract 294 047,989.4754890734529,48.0,19325.0,812500.0,0.3603,-0.16211202943784828,0.16642406598738477,0.28723920426977195,0.13374805598755832,0.8195956454121306,0.15946071594607159,0.24178511386214274,-0.13803827751196165,-0.7402072915091918,0.005369677609179946,0.06452807784456305,0.002008838891120932,-0.015748031496062992,-0.12399708242159005,-0.5059519853233149,-0.04865194401244169,0.024395645412130573,36,047,36047029400,294,G5020,S,188664,63389,40.5942315,-074.0005814,"POLYGON ((-74.004555 40.591747999999995, -74.002039 40.59406, -74.00029099999999 40.595706, -74.000069 40.595934, -73.999982 40.596016999999996, -73.999513 40.596475999999996, -73.999411 40.596584, -73.998672 40.597269, -73.99734 40.598552, -73.996608 40.598046, -73.995932 40.597578999999996, -73.99522499999999 40.597093, -73.996747 40.595642999999995, -73.996116 40.595116, -73.995499 40.594594, -73.995308 40.594428, -73.996194 40.593992, -73.99654699999999 40.593983, -73.99678999999999 40.593976999999995, -73.997368 40.593973999999996, -73.998594 40.593554999999995, -74.00095 40.592514, -74.00362 40.589918, -74.004555 40.591747999999995))",2.520527317291495,2.142405063291139,4.1,0.023648681427257984,4.39,0.2365227617295734,3.5892857142857144,0.6620663706290986,0.02364713535573762,3.5526315789473686,0.4492613561979466,3.6666666666666665,0.07093687499590148,4.090909090909091,0.2601149011928492
Census Tract 295 047,2559.1802926668875,32.3,41207.0,1125000.0,0.53,-0.3912598439086794,0.48154761904761906,0.1976190476190476,0.22874493927125505,0.6831983805668016,0.189158667419537,0.6039349871685201,0.2100456621004567,-0.39771287643677616,-0.12518176229942557,0.2470727261165398,0.10754667367867474,0.6505281690140845,0.10049833887043201,-0.3780892660718538,-0.10597655994790162,0.1990755278859062,36,047,36047029500,295,G5020,S,164586,0,40.6845660,-073.9323759,"POLYGON ((-73.93558999999999 40.685694999999996, -73.93266899999999 40.686032, -73.92975 40.686366, -73.929591 40.685635, -73.92952199999999 40.685272999999995, -73.929452 40.684903, -73.929309 40.684169, -73.929161 40.683437, -73.932086 40.6831, -73.935008 40.682764, -73.935155 40.683496999999996, -73.9353 40.684228999999995, -73.93544399999999 40.684962999999996, -73.93558999999999 40.685694999999996))",1.6458394948058668,1.902033271719039,3.0115384615384615,0.612767225067771,3.664705882352941,0.40072042269791774,2.4541666666666666,0.5656883337492329,0.14142235496132302,3.9375,0.3771340019180182,3.926470588235294,0.801450786871456,4.214285714285714,0.16499231398524902
Census Tract 296 047,2450.0206606932315,40.5,24985.0,668200.0,0.4805,-0.4340391183697252,0.2971153846153846,0.17139423076923077,0.2512965582272513,0.7355021216407355,0.3301217038539554,0.3145780051150895,0.06777777777777771,-0.4290100393835669,-0.03604270982418295,0.1346119139256019,-0.08142181754508843,0.22989140438063685,-0.0229768198454657,-0.13801828800584612,-0.05454536617137418,0.04772598025634667,36,047,36047029600,296,G5020,S,214120,0,40.6009574,-073.9930188,"POLYGON ((-73.99734 40.598552, -73.995594 40.600232999999996, -73.993811 40.601949999999995, -73.993201 40.602534, -73.99261899999999 40.60309, -73.992036 40.603651, -73.991455 40.604209, -73.990873 40.604769999999995, -73.988643 40.603421, -73.989224 40.602865, -73.989808 40.602303, -73.99038999999999 40.601743, -73.990972 40.601185, -73.991599 40.600581, -73.993363 40.598889, -73.99522499999999 40.597093, -73.995932 40.597578999999996, -73.996608 40.598046, -73.99734 40.598552))",2.1412064331390774,2.1194444444444445,4.1,0.09457535808324727,4.3,0.2601013956740724,3.617142857142857,0.8275359296047098,0.02364713535573762,3.630434782608696,0.5438237556478849,4.0,0.16549530779945937,4.285714285714286,0.3310259155849171
Census Tract 297 047,2146.307103795664,37.6,44536.0,1332300.0,0.5103,-0.6872116732413123,0.35485682201010665,0.22178551375631667,0.4080787156913516,0.5240807871569135,0.24176752040529131,0.9418452120682116,0.10934782608695642,-0.3209441166475144,0.04017605056968304,0.015969547295963338,0.11161501637692114,0.7890425674768363,-0.040428732606243085,-0.0945834490711985,0.0843626164414959,-0.014869010881170763,36,047,36047029700,297,G5020,S,205561,0,40.6812727,-073.9316176,"POLYGON ((-73.935008 40.682764, -73.932086 40.6831, -73.929161 40.683437, -73.929009 40.682703, -73.928867 40.681971, -73.928727 40.681236999999996, -73.928568 40.680507, -73.92854299999999 40.680354, -73.928538 40.680206, -73.928555 40.68005, -73.928592 40.679897, -73.928642 40.679766, -73.928651 40.679749, -73.929058 40.679277, -73.931327 40.679367, -73.932897 40.679485, -73.93435099999999 40.679564, -73.934395 40.679835, -73.934508 40.680220999999996, -73.93457099999999 40.680565, -73.934715 40.681298, -73.934862 40.682030999999995, -73.935008 40.682764))",2.0556238164601623,1.9081081081081082,2.621739130434783,0.5421244777597788,3.5,0.4478784171611976,2.55625,0.754333314367666,0.14142235496132302,3.857142857142857,0.33000136849548883,3.859375,0.7543587033894755,3.9285714285714284,0.1650034693125737
Census Tract 298 047,1690.910827459301,40.1,20353.0,875000.0,0.4791,-0.19951580535781985,0.21285277116626997,0.2998979938796328,0.48353293413173654,0.469311377245509,0.03492239467849224,0.27180232558139533,0.09383561643835622,-0.509516526456058,0.13072739992727844,-0.12561560200122435,-0.03539137173856884,0.31282820705176295,-0.09381501796860209,-0.5487490044983871,0.18677299304189854,-0.18311866693711254,36,047,36047029800,298,G5020,S,220827,0,40.6008233,-073.9879075,"POLYGON ((-73.990972 40.601185, -73.99038999999999 40.601743, -73.989808 40.602303, -73.989224 40.602865, -73.988643 40.603421, -73.988064 40.603978999999995, -73.98747999999999 40.604538999999995, -73.986847 40.605097, -73.986644 40.604043999999995, -73.986457 40.603013, -73.986385 40.602641, -73.98630299999999 40.602229, -73.986059 40.600958, -73.985942 40.600321, -73.985878 40.599958, -73.985747 40.599312999999995, -73.98567 40.598909, -73.985491 40.59793, -73.985481 40.597876, -73.985266 40.596744, -73.985747 40.597041, -73.986457 40.597479, -73.987192 40.597926, -73.987939 40.598372, -73.988658 40.598800000000004, -73.989395 40.599255, -73.99015 40.599705, -73.990864 40.600134, -73.991599 40.600581, -73.990972 40.601185))",2.2082773020092183,2.118131868131868,4.3,0.07093115219780433,4.241666666666666,0.28374661099053666,3.6029411764705883,0.8038829305527655,0.02364713535573762,3.62,0.5910926304396155,3.85,0.23642072307915718,4.266666666666667,0.35464822164538035
Census Tract 299 047,1615.1218019067958,37.1,28654.0,821600.0,0.4886,-0.4106343617069573,0.24767123287671233,0.34465753424657536,0.2694805194805195,0.6731601731601732,0.1719387755102041,0.413140694874441,0.24642857142857133,-0.5127126617159684,0.09331471637171121,0.02419644259022502,-0.13743897859556892,0.7518123667377399,-0.025528520143597883,-0.47391352441268547,0.16245008926016272,-0.06975693072230316,36,047,36047029900,299,G5020,S,142218,0,40.6781448,-073.9257979,"POLYGON ((-73.93032199999999 40.677544, -73.930301 40.677706, -73.93025999999999 40.677868, -73.930199 40.678025999999996, -73.930126 40.678165, -73.93003399999999 40.678304, -73.929926 40.678433999999996, -73.929811 40.67855, -73.929058 40.679277, -73.927356 40.679182999999995, -73.926564 40.679145, -73.925266 40.679072999999995, -73.924593 40.679032, -73.922505 40.678917, -73.921646 40.678869999999996, -73.921711 40.678115999999996, -73.92181599999999 40.677019, -73.922806 40.677067, -73.923779 40.677118, -73.924765 40.677172999999996, -73.926594 40.677278, -73.927532 40.677337, -73.92822699999999 40.677378, -73.93032199999999 40.677485, -73.93032199999999 40.677544))",1.42218376179938,1.9056261343012704,2.6666666666666665,0.49499682883589563,3.395238095238095,0.4950196348680131,2.9473684210526314,0.8957785993150141,0.09429648421793656,3.772727272727273,0.2592742946419901,3.9838709677419355,0.7307084488411737,3.625,0.09428949547259277
Census Tract 300 047,2049.200630796419,37.2,26147.0,731800.0,0.4881,-0.19180694988372618,0.19753486863444697,0.27927343496594226,0.32563025210084034,0.6113445378151261,0.10505944152612662,0.20282708744247205,0.3483425414364641,-0.5668128172561095,-0.06872520175118102,0.053754911575614295,-0.012598814229249012,0.07538574577516532,0.032142101924296874,-0.5660139512699214,0.012439389904819687,0.022545716886607337,36,047,36047030000,300,G5020,S,195051,0,40.5974031,-073.9887444,"POLYGON ((-73.993363 40.598889, -73.991599 40.600581, -73.990864 40.600134, -73.99015 40.599705, -73.989395 40.599255, -73.988658 40.598800000000004, -73.987939 40.598372, -73.987192 40.597926, -73.986457 40.597479, -73.985747 40.597041, -73.985266 40.596744, -73.985201 40.596398, -73.985061 40.595670999999996, -73.98501499999999 40.595413, -73.984678 40.593658999999995, -73.986019 40.594446, -73.986763 40.594894, -73.987505 40.595341999999995, -73.98822299999999 40.595776, -73.988964 40.596222999999995, -73.989705 40.596671, -73.990421 40.597104, -73.991163 40.597553999999995, -73.991906 40.598003999999996, -73.99262 40.598434999999995, -73.993363 40.598889))",1.9505166746150042,2.1327433628318584,4.275,0.09457548139408424,4.281818181818182,0.2601052745967951,3.6166666666666667,0.7093426902897046,0.02364713535573762,3.6041666666666665,0.5674724736300535,3.75,0.2837117788871876,4.0,0.4019687245383306
Census Tract 301 047,1553.7400763284338,34.5,38484.0,765300.0,0.4878,-0.5661740563606688,0.319056974459725,0.1988212180746562,0.2791956689868523,0.60015467904099,0.22954822954822954,0.4941429129246388,-0.07613636363636365,-0.4458583927994378,-0.0046217583990398325,0.05575633879202735,0.09774709302325581,0.2849227669576897,0.024789915966386623,-0.25858659752825014,0.002545922793958877,0.04262506821188672,36,047,36047030100,301,G5020,S,194435,0,40.6776216,-073.9162280,"POLYGON ((-73.921711 40.678115999999996, -73.921646 40.678869999999996, -73.91905 40.678729, -73.917968 40.678669, -73.91630099999999 40.678577, -73.91355899999999 40.678427, -73.913072 40.678401, -73.910799 40.678278, -73.910814 40.677521, -73.910926 40.676345, -73.911119 40.676355, -73.911866 40.676397, -73.912767 40.676445, -73.913696 40.676494999999996, -73.914638 40.676552, -73.915544 40.676595999999996, -73.916465 40.676646999999996, -73.917395 40.67676, -73.918308 40.676836, -73.919219 40.676885999999996, -73.92010599999999 40.676933999999996, -73.920946 40.67698, -73.92181599999999 40.677019, -73.921711 40.678115999999996))",1.9443406564750363,1.888671875,2.575,0.37707734285266653,3.5749999999999997,0.659967066079897,3.190697674418604,1.0135836577623623,0.09429648421793656,3.8125,0.18854391847878602,4.078947368421052,0.44779026548185663,3.375,0.09428437167330618
Census Tract 302 047,2092.3649881605465,44.9,30836.0,926900.0,0.4577,-0.6051200253268745,0.24336406817546802,0.3081866443140542,0.4438356164383562,0.5184931506849315,0.12299872935196951,0.4729064039408867,0.13855721393034817,0.28023079935823125,0.00893806191092722,0.00560484929696059,0.014695752009184845,0.386951967679186,0.012386640123866388,0.2532572544226955,0.042164665281543834,-0.038704792759798545,36,047,36047030200,302,G5020,S,211197,0,40.5957121,-073.9906470,"POLYGON ((-73.99522499999999 40.597093, -73.993363 40.598889, -73.99262 40.598434999999995, -73.991906 40.598003999999996, -73.991163 40.597553999999995, -73.990421 40.597104, -73.989705 40.596671, -73.988964 40.596222999999995, -73.98822299999999 40.595776, -73.987505 40.595341999999995, -73.986763 40.594894, -73.986019 40.594446, -73.987988 40.592552999999995, -73.988731 40.593002, -73.989475 40.593450999999995, -73.99019 40.593882, -73.990932 40.594333, -73.991677 40.59478, -73.992389 40.595211, -73.993134 40.595661, -73.993845 40.596140999999996, -73.994523 40.596607, -73.99522499999999 40.597093))",2.1119642246952623,2.1389728096676737,4.3,0.07093115219780433,4.279999999999999,0.2364859714745934,3.6379310344827585,0.6857046486396113,0.02364713535573762,3.5652173913043477,0.5438435452688402,3.85,0.23642781572686652,4.125,0.3783220980822976
Census Tract 303 047,1918.100605361038,36.6,28545.0,788900.0,0.5035,-0.6599329108339781,0.1560082516761217,0.22124806601340896,0.14938488576449913,0.8022847100175747,0.0830549988866622,0.2977463398585294,-0.029865125240847917,-0.3253248657438585,-0.02108261708612802,0.15576247512589858,-0.03068951773614986,0.6476608187134503,-0.0019821605550049575,-0.2508758091830167,-0.003043924955768884,0.050190907672516105,36,047,36047030300,303,G5020,S,253583,0,40.6751161,-073.9179373,"POLYGON ((-73.922049 40.674574, -73.922021 40.674858, -73.921975 40.675348, -73.92190099999999 40.676131, -73.921832 40.676849, -73.92181599999999 40.677019, -73.920946 40.67698, -73.92010599999999 40.676933999999996, -73.919219 40.676885999999996, -73.918308 40.676836, -73.917395 40.67676, -73.916465 40.676646999999996, -73.915544 40.676595999999996, -73.914638 40.676552, -73.913696 40.676494999999996, -73.913763 40.675819, -73.91376799999999 40.675771999999995, -73.913777 40.675686999999996, -73.913783 40.675619, -73.91384599999999 40.674907999999995, -73.91391999999999 40.67413, -73.91400399999999 40.67324, -73.91677299999999 40.67339, -73.919541 40.673542, -73.92213199999999 40.673684, -73.922049 40.674574))",2.535841960742442,1.892514395393474,3.0789473684210527,0.4478420199717687,3.610344827586207,0.6835662391214,3.305769230769231,1.225810367094977,0.09429648421793656,3.857142857142857,0.16497134677605327,4.088235294117647,0.40065528295032005,3.5,0.11787948294570166
Census Tract 304 047,526.174084008521,42.1,23172.0,858100.0,0.497,-0.2635754675804126,0.19327006039689387,0.2654587287891861,0.22308546059933407,0.7352941176470589,0.06318614296169797,0.3927933776984256,0.04192872117400423,-0.4620439427335718,-0.16886243756526034,0.16454219343154675,0.16461785141635488,0.3449843260188088,0.06835769561478933,-0.4309185319582652,-0.08695820752293668,0.12643572712927975,36,047,36047030400,304,G5020,S,465276,362966,40.5902839,-073.9965003,"POLYGON ((-74.009468 40.584235, -74.009244 40.584452, -74.00362 40.589918, -74.00095 40.592514, -73.998594 40.593554999999995, -73.997368 40.593973999999996, -73.99678999999999 40.593976999999995, -73.99654699999999 40.593983, -73.996194 40.593992, -73.995308 40.594428, -73.995499 40.594594, -73.996116 40.595116, -73.996747 40.595642999999995, -73.99522499999999 40.597093, -73.994523 40.596607, -73.993845 40.596140999999996, -73.993134 40.595661, -73.992389 40.595211, -73.991677 40.59478, -73.990932 40.594333, -73.99019 40.593882, -73.989475 40.593450999999995, -73.988731 40.593002, -73.987988 40.592552999999995, -73.989621 40.590982, -73.990364 40.591432, -73.991539 40.590391, -73.992558 40.589922, -73.992843 40.589791, -73.99298 40.589729, -73.993309 40.589583999999995, -73.993758 40.590332, -73.998031 40.588466, -73.998025 40.588412, -73.99766699999999 40.588522, -73.99763899999999 40.588463, -73.99813 40.588243999999996, -73.9987 40.58795, -73.999332 40.587671, -73.999543 40.587562, -74.000416 40.587136, -74.004288 40.585684, -74.008093 40.583991999999995, -74.00931899999999 40.584208, -74.009468 40.584235))",8.282429964622555,2.1464968152866244,4.1,0.023648681427257984,4.035714285714286,0.3311597697791521,3.588461538461538,0.6147774507344886,0.02364713535573762,3.5454545454545454,0.5202028117052827,3.8,0.11822316711218409,4.083333333333333,0.28375759413466267
